Nombre,Precio,Gastos_Comunes,Ubicacion,Metros,Habitaciones,Baños
"Independencia, Maruri 369",$ 300.000,$ 40.000,"Independencia, Maruri 369",28 m²,1,1
"Providencia, Barros Errázuriz / Marchant Pereira",$ 630.000,$ 170.000,"Providencia, Barros Errázuriz / Marchant Pereira",46 m²,1,1
"Ñuñoa, A pasos plaza ñuñoa",$ 540.000,$ 80.000,"Ñuñoa, A pasos plaza ñuñoa",40 m²,1,1
"Ñuñoa, Dpto nuevo 2 dormit cerca plaza Ñuñoa","UF 20,00",$ 160.000,"Ñuñoa, Dpto nuevo 2 dormit cerca plaza Ñuñoa",80 m²,2,2
"La Florida, El Platino 141",$ 390.000,$ 80.000,"La Florida, El Platino 141",56 m²,2,2
"Ñuñoa, Virginio Arias",$ 450.000,$ 65.000,"Ñuñoa, Virginio Arias",42 m²,1,1
"El Bosque, Av. Lo espejo con  carlos mondaca",$ 481.000,$ 1,"El Bosque, Av. Lo espejo con  carlos mondaca",45 m²,2,1
"El Bosque, Arriendo",$ 400.000,$ 50.000,"El Bosque, Arriendo",54 m²,2,1
"Santiago, Dpto mariposa 2d + 2b + est y bod - a pasos metro toesca",$ 430.000,$ 65.000,"Santiago, Dpto mariposa 2d + 2b + est y bod - a pasos metro toesca",53 m²,2,2
"Santiago, Av Santa Isabel con Carmen",$ 520.000,$ 80.000,"Santiago, Av Santa Isabel con Carmen",57 m²,2,2
"Santiago, Franklin/Santa Elena",$ 470.000,$ 120.000,"Santiago, Franklin/Santa Elena",52 m²,2,2
"Ñuñoa, Leopoldo Urrutia / Manuel Montt / Metro Monseñor Eyzaguirre",$ 790.000,$ 170.000,"Ñuñoa, Leopoldo Urrutia / Manuel Montt / Metro Monseñor Eyzaguirre",65 m²,2,2
"Santiago, Lira con Santa Isabel",$ 350.000,$ 100.000,"Santiago, Lira con Santa Isabel",48 m²,2,1
"Santiago, Arrendamos depto 1 dormitorio en calle san isidro",$ 320.000,$ 60.000,"Santiago, Arrendamos depto 1 dormitorio en calle san isidro",35 m²,1,1
"San Joaquín, Metro ñuble","UF 14,35",$ 125.000,"San Joaquín, Metro ñuble","48,9 m²",2,2
"Ñuñoa, Calle Til Til con av Zañartu",$ 430.000,$ 80.000,"Ñuñoa, Calle Til Til con av Zañartu",33 m²,1,1
"Estación Central, conde del maule",$ 250.000,$ 40.000,"Estación Central, conde del maule",30 m²,1,1
"San Joaquín, Disponibilidad inmediata",$ 280.000,$ 1,"San Joaquín, Disponibilidad inmediata",40 m²,1,1
"San Joaquín, San Joaquín Incluye Estacionamiento (122712)",$ 560.000,$ 90.000,"San Joaquín, San Joaquín Incluye Estacionamiento (122712)",58 m²,2,2
"Santiago, Amoblado, vicuña mackenna con coquimbo",$ 750.000,$ 120.000,"Santiago, Amoblado, vicuña mackenna con coquimbo",80 m²,3,2
"Providencia, Las Orquideas",$ 590.000,$ 92.000,"Providencia, Las Orquideas",42 m²,1,1
"Santiago, San Isidro - Santa Isabel",$ 520.000,$ 110.000,"Santiago, San Isidro - Santa Isabel",58 m²,2,2
"San Miguel, Metro bio bio",$ 370.000,$ 70.000,"San Miguel, Metro bio bio",41 m²,1,1
"Conchalí, Fermin vivaceta - tte ponce",$ 500.000,$ 80.000,"Conchalí, Fermin vivaceta - tte ponce",60 m²,2,2
"Ñuñoa, Oportunidad en Barrio Italia (122767)",$ 500.000,$ 90.000,"Ñuñoa, Oportunidad en Barrio Italia (122767)",38 m²,1,1
"Estación Central, Alameda Bernardo Ohiggins (122670)",$ 280.000,$ 65.000,"Estación Central, Alameda Bernardo Ohiggins (122670)",32 m²,1,1
"Santiago, Santa Isabel / Carmen",$ 310.000,$ 65.000,"Santiago, Santa Isabel / Carmen",33 m²,1,1
"San Miguel, San Nicolás/ metro departamental (122784)",$ 400.000,$ 78.000,"San Miguel, San Nicolás/ metro departamental (122784)",48 m²,2,1
"Providencia, Cómodo Dpto en Providencia, Metro Salvador (122410)",$ 650.000,$ 120.000,"Providencia, Cómodo Dpto en Providencia, Metro Salvador (122410)",28 m²,1,1
"La Cisterna, Cerca gran avenida",$ 450.000,$ 120.000,"La Cisterna, Cerca gran avenida",57 m²,2,2
"Las Condes, Av. Las Condes - Mall Sport","UF 17,00",$ 115.000,"Las Condes, Av. Las Condes - Mall Sport",41 m²,1,1
"Ñuñoa, Simón bolívar / lyon",$ 800.000,$ 115.000,"Ñuñoa, Simón bolívar / lyon",62 m²,2,2
"Santiago, Metro parque o´higgins",$ 240.000,$ 25.000,"Santiago, Metro parque o´higgins",23 m²,1,1
"Santiago, Metro parque almagro",$ 250.000,$ 40.000,"Santiago, Metro parque almagro",23 m²,1,1
"Quinta Normal, Pedro leon ugalde 864",$ 400.000,$ 70.000,"Quinta Normal, Pedro leon ugalde 864",53 m²,3,1
"Macul, Av. Vicuña Mackenna 3737",$ 370.000,$ 100.000,"Macul, Av. Vicuña Mackenna 3737","47,2 m²",2,1
"Santiago, Franklin 200",$ 330.000,$ 80.000,"Santiago, Franklin 200",39 m²,1,1
"Recoleta, Santo Dumont 750, Recoleta",$ 300.000,$ 50.000,"Recoleta, Santo Dumont 750, Recoleta",27 m²,1,1
"Santiago, Santa Isabel 489, Santiago",$ 280.000,$ 60.000,"Santiago, Santa Isabel 489, Santiago",30 m²,1,1
"Santiago, Carmen/Santa Victoria - 2 Dormitorios",$ 400.000,$ 90.000,"Santiago, Carmen/Santa Victoria - 2 Dormitorios",60 m²,2,2
"Providencia, Plaza Las Lilas - 4 Dormitorios","UF 41,00",$ 280.000,"Providencia, Plaza Las Lilas - 4 Dormitorios",160 m²,4,3
"Providencia, Se arrienda depto 4d3b en providencia (122773)",$ 1.000.000,$ 90.000,"Providencia, Se arrienda depto 4d3b en providencia (122773)",80 m²,4,3
"Santiago, Diagonal paraguay 24",$ 280.000,$ 130.000,"Santiago, Diagonal paraguay 24",35 m²,1,1
"Ñuñoa, Plaza Ñuñoa / Amoblado",$ 680.000,$ 140.000,"Ñuñoa, Plaza Ñuñoa / Amoblado",53 m²,2,2
"Ñuñoa, Bustamante / Mujica / Metro Irarrázaval",$ 420.000,$ 80.000,"Ñuñoa, Bustamante / Mujica / Metro Irarrázaval",39 m²,1,1
"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (122787)",$ 630.000,$ 100.000,"Peñalolén, Acogedor y luminoso y moderno depto 3 d 2 b (122787)",68 m²,3,2
"Providencia, Metro Manuel Montt / Providecia / Sector residencial","UF 22,50",$ 170.000,"Providencia, Metro Manuel Montt / Providecia / Sector residencial",90 m²,2,2
"Las Condes, Dpto. Amoblado,Agusto Leguia, Metro el Golf",$ 950.000,$ 110.000,"Las Condes, Dpto. Amoblado,Agusto Leguia, Metro el Golf",60 m²,2,2
"Ñuñoa, Francisco Meneses/ Guillermo Mann",$ 420.000,$ 99.000,"Ñuñoa, Francisco Meneses/ Guillermo Mann","46,58 m²",1,1
"Santiago, Plaza Brasil",$ 450.000,$ 104.000,"Santiago, Plaza Brasil",51 m²,1,1
"Ñuñoa, Arriendo dpto ñuñoa (115670)",$ 1.000.000,$ 180.000,"Ñuñoa, Arriendo dpto ñuñoa (115670)",80 m²,3,2
"Estación Central, Ecuador / Con Con, Estación Central",$ 300.000,$ 120.000,"Estación Central, Ecuador / Con Con, Estación Central",57 m²,2,2
"Ñuñoa, Cercano a metro irarrazaval",$ 450.000,$ 50.000,"Ñuñoa, Cercano a metro irarrazaval",38 m²,1,1
"Independencia, Manco Capac",$ 280.000,$ 30,"Independencia, Manco Capac",45 m²,2,1
"Santiago, Maipú 763",$ 400.000,$ 69.998,"Santiago, Maipú 763",50 m²,3,2
"Las Condes, Parque Carlos Peña Otaegui","UF 75,00",$ 650.000,"Las Condes, Parque Carlos Peña Otaegui",229 m²,3,4
"Santiago, Cercano a metro santa ana",$ 380.000,$ 125.000,"Santiago, Cercano a metro santa ana","39,3 m²",2,1
"Santiago, Fray Camilo Henríquez 320",$ 320.000,$ 95.000,"Santiago, Fray Camilo Henríquez 320",38 m²,1,1
"San Miguel, Novena Avenida",$ 350.000,$ 45,"San Miguel, Novena Avenida",40 m²,1,1
"Providencia, Silvina hurtado / marchant pereira","UF 11,50",$ 110.000,"Providencia, Silvina hurtado / marchant pereira",35 m²,1,1
"Ñuñoa, Amoblado 3 dorm+2 baños + est metro irarrazaval",$ 1.050.000,$ 70.000,"Ñuñoa, Amoblado 3 dorm+2 baños + est metro irarrazaval",82 m²,3,2
"Santiago, Parque almagro, av. Santa isabel, santa rosa",$ 400.000,$ 90.000,"Santiago, Parque almagro, av. Santa isabel, santa rosa",49 m²,2,1
"Estación Central, Las Acacias 115",$ 500.000,$ 25.000,"Estación Central, Las Acacias 115",110 m²,3,2
"Santiago, Avenida Manuel Rodríguez Sur 540",$ 450.000,$ 100,"Santiago, Avenida Manuel Rodríguez Sur 540",50 m²,2,2
"La Cisterna, Amoblado dpto de 1 y 2 dormitorios en Lo Oval (122511)",$ 340.000,$ 45.000,"La Cisterna, Amoblado dpto de 1 y 2 dormitorios en Lo Oval (122511)",25 m²,1,1
"Providencia, Metro Tobalaba, 2 Dormitorios (122485)",$ 560.000,$ 130.000,"Providencia, Metro Tobalaba, 2 Dormitorios (122485)",56 m²,2,1
"Santiago, 1 dormitorio (122521)",$ 280.000,$ 40.000,"Santiago, 1 dormitorio (122521)",26 m²,1,1
"Santiago, 2 dormitorios (122505)",$ 350.000,$ 120.000,"Santiago, 2 dormitorios (122505)",40 m²,2,1
"Estación Central, Abtao 24",$ 190.000,$ 70.000,"Estación Central, Abtao 24",32 m²,1,1
"Estación Central, Metro ecuador",$ 290.000,$ 67.000,"Estación Central, Metro ecuador",34 m²,1,1
"La Cisterna, Metro la cisterna",$ 350.000,$ 45.000,"La Cisterna, Metro la cisterna",48 m²,2,1
"La Florida, Llanquihue",$ 360.000,$ 80.000,"La Florida, Llanquihue",41 m²,1,1
"Santiago, eleuterio ramirez con nataniel cox",$ 548.000,$ 150.000,"Santiago, eleuterio ramirez con nataniel cox",53 m²,2,2
"Santiago, ñuble / vicuña mackena",$ 380.000,$ 60.000,"Santiago, ñuble / vicuña mackena",39 m²,2,1
"San Miguel, Metro El Llano moderno, vista despejada (101149)",$ 530.000,$ 130.000,"San Miguel, Metro El Llano moderno, vista despejada (101149)",55 m²,2,2
"Quilicura, Disponibilidad de noviembre",$ 400.000,$ 2.000,"Quilicura, Disponibilidad de noviembre",52 m²,2,1
"San Miguel, Depto. En arriendo  (122630)",$ 490.000,$ 90.000,"San Miguel, Depto. En arriendo  (122630)",58 m²,3,2
"Las Condes, Departamento Luminoso Hernando de Magallanes (74161)",$ 630.000,$ 130.000,"Las Condes, Departamento Luminoso Hernando de Magallanes (74161)",52 m²,1,1
"Ñuñoa, Departamento en arriendo Ñuñoa 50 mt2 1D,1B (122537)",$ 600.000,$ 100.000,"Ñuñoa, Departamento en arriendo Ñuñoa 50 mt2 1D,1B (122537)",50 m²,1,1
"Santiago, Blanco Encalada 2501, Club Hipico",$ 490.000,$ 120.000,"Santiago, Blanco Encalada 2501, Club Hipico",58 m²,2,2
"Ñuñoa, Arriendo luminoso depto 2d+2b+2 estac. ñuñoa (122562)",$ 1.000.000,$ 230.000,"Ñuñoa, Arriendo luminoso depto 2d+2b+2 estac. ñuñoa (122562)",75 m²,2,2
"Estación Central, Av padre hurtado 59",$ 420.000,$ 89.000,"Estación Central, Av padre hurtado 59",48 m²,2,2
"La Florida, Walker Martínez/Av La Florida",$ 490.000,$ 90.000,"La Florida, Walker Martínez/Av La Florida",60 m²,3,2
"San Miguel, Arriendo Moderno 1D / 1B + Estacionamiento (122566)",$ 370.000,$ 80.000,"San Miguel, Arriendo Moderno 1D / 1B + Estacionamiento (122566)",30 m²,1,1
"La Florida, Se arrienda amplio depto en un hermoso condominio/la florida",$ 500.000,$ 90.000,"La Florida, Se arrienda amplio depto en un hermoso condominio/la florida",64 m²,3,2
"San Miguel, Se arrienda lindo departamento en metro franklin / el llano",$ 315.000,$ 45.000,"San Miguel, Se arrienda lindo departamento en metro franklin / el llano",36 m²,1,1
"Ñuñoa, Exequiel Fernández",$ 550.000,$ 135.000,"Ñuñoa, Exequiel Fernández","43,27 m²",1,1
"Ñuñoa, san eugenio 1085",$ 580.000,$ 95.000,"Ñuñoa, san eugenio 1085",58 m²,2,2
"Las Condes, Barrio el golf - amplio departamento  (122570)",$ 1.500.000,$ 500.000,"Las Condes, Barrio el golf - amplio departamento  (122570)",146 m²,4,3
"Santiago, Se arrienda departamento en santiago nuevo! (122595)",$ 350.000,$ 50.000,"Santiago, Se arrienda departamento en santiago nuevo! (122595)",35 m²,1,1
"Santiago, Depto 1D1B + Estac en Promoción M República (122549)",$ 340.000,$ 70.000,"Santiago, Depto 1D1B + Estac en Promoción M República (122549)",35 m²,1,1
"Estación Central, Metro Ecuador","UF 7,33",$ 80.000,"Estación Central, Metro Ecuador",42 m²,2,1
"Las Condes, Dpto. Amoblado | mar del sur | metro colón (122556)","UF 34,19",$ 290.000,"Las Condes, Dpto. Amoblado | mar del sur | metro colón (122556)",140 m²,4,4
"Estación Central, Ecuador #457l",$ 570.000,$ 90.000,"Estación Central, Ecuador #457l",61 m²,2,2
"Macul, Departamento en Macul (1D+1B) (122575)",$ 320.000,$ 60.000,"Macul, Departamento en Macul (1D+1B) (122575)",40 m²,1,1
"Quilicura, Departamento en arriendo (61334)",$ 430.000,$ 70.000,"Quilicura, Departamento en arriendo (61334)",49 m²,2,1
"Macul, Estación camino agricola","UF 9,43",$ 100.000,"Macul, Estación camino agricola",42 m²,1,1
"Santiago, A 650 m., metro repúlbica",$ 320.000,$ 85.000,"Santiago, A 650 m., metro repúlbica",43 m²,1,1
"Ñuñoa, Ignacio carrera pinto/ Grecia","UF 13,38",$ 15.000,"Ñuñoa, Ignacio carrera pinto/ Grecia",64 m²,2,1
"Santiago, Arturo Prat 602",$ 450.000,$ 130.000,"Santiago, Arturo Prat 602",52 m²,2,2
"Providencia, Av. Holanada 2354",$ 900.000,$ 160.000,"Providencia, Av. Holanada 2354",80 m²,2,2
"Santiago, Santo Domingo & Amunátegui",$ 280.000,$ 60.000,"Santiago, Santo Domingo & Amunátegui",30 m²,1,1
"Santiago, Eleuterio Ramírez 1070",$ 370.000,$ 70.000,"Santiago, Eleuterio Ramírez 1070",35 m²,1,1
"Santiago, Echaurren 361",$ 350.000,$ 45.000,"Santiago, Echaurren 361",45 m²,1,1
"Santiago, San Diego 255",$ 300.000,$ 50.000,"Santiago, San Diego 255",33 m²,1,1
"Santiago, Argomedo 65",$ 450.000,$ 70.000,"Santiago, Argomedo 65",44 m²,1,1
"Estación Central, Condominio arcadia cuadro verde 150 est. Central",$ 570.000,$ 120,"Estación Central, Condominio arcadia cuadro verde 150 est. Central",76 m²,3,2
"Santiago, Arturo Prat / Parque Almagro","UF 7,00",$ 50.000,"Santiago, Arturo Prat / Parque Almagro",30 m²,1,1
"San Miguel, Tercera Transversal / Metro Ciudad del Niño",$ 430.000,$ 110.000,"San Miguel, Tercera Transversal / Metro Ciudad del Niño",57 m²,2,2
"Santiago, Vicuña Mackenna / Santa Elvira",$ 320.000,$ 45.000,"Santiago, Vicuña Mackenna / Santa Elvira",31 m²,1,1
"Providencia, Depto suecia 2d 2b 1bodega (122370)",$ 590.000,$ 145.000,"Providencia, Depto suecia 2d 2b 1bodega (122370)",40 m²,2,2
"Las Condes, Vista Oriente 2D+2B, Estac/Bodega (122106)",$ 1.200.000,$ 250.000,"Las Condes, Vista Oriente 2D+2B, Estac/Bodega (122106)",80 m²,2,2
"Peñalolén, San Luis de Macul 4355",$ 750.000,$ 79.999,"Peñalolén, San Luis de Macul 4355",60 m²,2,2
"Santiago, San diego/ e.Ramírez -  metro p.Almagro",$ 290.000,$ 50.000,"Santiago, San diego/ e.Ramírez -  metro p.Almagro",30 m²,1,1
"Santiago, Domeyko 1900","UF 8,00",$ 75.000,"Santiago, Domeyko 1900",38 m²,1,1
"Santiago, Blanco encalada con autopista central",$ 320.000,$ 70.000,"Santiago, Blanco encalada con autopista central",38 m²,1,1
"Santiago, Santa Victoria 360",$ 290.000,$ 75.000,"Santiago, Santa Victoria 360",33 m²,1,1
"Santiago, Carmen 418",$ 290.000,$ 84.000,"Santiago, Carmen 418",33 m²,1,1
"Macul, Servicio de registro civil oficina Macul",$ 450.000,$ 75.000,"Macul, Servicio de registro civil oficina Macul",50 m²,2,1
"Quilicura, Avenida lo Cruzat 525",$ 450.000,$ 50.000,"Quilicura, Avenida lo Cruzat 525",59 m²,2,1
"Providencia, Metro Tobalaba, Hdo de Aguirre,, 1 dormitorio (122375)","UF 14,00",$ 110.000,"Providencia, Metro Tobalaba, Hdo de Aguirre,, 1 dormitorio (122375)",40 m²,1,1
"Recoleta, Santos Dumont 70",$ 450.000,$ 80.000,"Recoleta, Santos Dumont 70",50 m²,2,1
"Santiago, Manuel Rodriguez 881, Santiago",$ 240.000,$ 70.000,"Santiago, Manuel Rodriguez 881, Santiago",40 m²,1,1
"La Florida, Promocion en La Florida (122322)",$ 282.000,$ 70.000,"La Florida, Promocion en La Florida (122322)",38 m²,1,1
"Recoleta, Santos Dumont 70",$ 450.000,$ 80.000,"Recoleta, Santos Dumont 70",50 m²,2,1
"Santiago, Se arrienda Departamento 1D 1B Santiago (122357)",$ 320.000,$ 60.000,"Santiago, Se arrienda Departamento 1D 1B Santiago (122357)",34 m²,1,1
"La Florida, Moderno departamento | Disponibilidad inmediata .",$ 400.000,$ 130.000,"La Florida, Moderno departamento | Disponibilidad inmediata .",52 m²,2,1
"Santiago, Av. España 397",$ 370.000,$ 70.000,"Santiago, Av. España 397",48 m²,2,2
"Las Condes, La Gloria 30","UF 12,67",$ 150.000,"Las Condes, La Gloria 30",30 m²,1,1
"Estación Central, Arriendo 2h 1b  Toro Mazote (122384)",$ 369.000,$ 68.000,"Estación Central, Arriendo 2h 1b  Toro Mazote (122384)",50 m²,2,1
"Santiago, San Isidro - Marin  (122278)",$ 320.000,$ 85.000,"Santiago, San Isidro - Marin  (122278)",39 m²,1,1
"Providencia, Miguel Claro - Bilbao (122263)",$ 900.000,$ 250.000,"Providencia, Miguel Claro - Bilbao (122263)",74 m²,3,2
"Ñuñoa, Rodrigo de Araya 1410",$ 570.000,$ 120.000,"Ñuñoa, Rodrigo de Araya 1410",72 m²,2,2
"Puente Alto, Av los toros 05226",$ 450.000,$ 77.000,"Puente Alto, Av los toros 05226",66 m²,3,1
"Santiago, Lord cochrane 209",$ 400.000,$ 82.000,"Santiago, Lord cochrane 209",42 m²,2,1
"Santiago, Padre migue olivares 1405",$ 400.000,$ 70.000,"Santiago, Padre migue olivares 1405",51 m²,1,1
"Providencia, Hindemburg con salvador",$ 825.000,$ 190.000,"Providencia, Hindemburg con salvador",73 m²,3,2
"La Florida, Vicuña Mackenna 6689",$ 600.000,$ 120.000,"La Florida, Vicuña Mackenna 6689",65 m²,2,2
"La Cisterna, Epto en la cisterna a pasos de metro lo ovall (122321)",$ 340.000,$ 70.000,"La Cisterna, Epto en la cisterna a pasos de metro lo ovall (122321)",39 m²,2,1
"La Cisterna, Se arrienda depto en la cisterna 1d,1b a pas (122314)",$ 270.000,$ 45.000,"La Cisterna, Se arrienda depto en la cisterna 1d,1b a pas (122314)",27 m²,1,1
"Santiago, Departamento, San Pablo, Teatinos. 2D+2B+E+B (122428)",$ 530.000,$ 130.000,"Santiago, Departamento, San Pablo, Teatinos. 2D+2B+E+B (122428)",71 m²,2,2
"Huechuraba, Bosques de la Piramide","UF 17,50",$ 140.000,"Huechuraba, Bosques de la Piramide",62 m²,2,2
"San Miguel, Av. Centenario 1000",$ 400.000,$ 55.000,"San Miguel, Av. Centenario 1000",47 m²,2,1
"Santiago, Depto mariposa barrio lastarria (38033)",$ 500.000,$ 100.000,"Santiago, Depto mariposa barrio lastarria (38033)",52 m²,2,2
"Santiago, Departamento de 2 dormitorios tipo mariposa (122414)",$ 480.000,$ 80.000,"Santiago, Departamento de 2 dormitorios tipo mariposa (122414)",47 m²,2,2
"Santiago, Santo Domingo - Teatinos - Amunategui",$ 370.000,$ 95.000,"Santiago, Santo Domingo - Teatinos - Amunategui",53 m²,1,1
"La Florida, Departamento en Arriendo en Lo Cañas - Alto  (21084)",$ 650.000,$ 60.000,"La Florida, Departamento en Arriendo en Lo Cañas - Alto  (21084)",55 m²,1,1
"Santiago, Home studio metro irarrázaval (102254)",$ 250.000,$ 35.000,"Santiago, Home studio metro irarrázaval (102254)",30 m²,1,1
"Las Condes, metro escuela militar/unimarc",$ 600.000,$ 60.000,"Las Condes, metro escuela militar/unimarc",35 m²,1,1
"Santiago, Av. Vicuña Mackenna 1751",$ 320.000,$ 62.000,"Santiago, Av. Vicuña Mackenna 1751",32 m²,1,1
"Providencia, Avenida Ricardo Lyon & Carlos Antúnez",$ 700.000,$ 120,"Providencia, Avenida Ricardo Lyon & Carlos Antúnez","45,5 m²",1,1
"La Cisterna, Santa Elisa 460",$ 330.000,$ 45.000,"La Cisterna, Santa Elisa 460",36 m²,1,1
"La Florida, Vicuña mackenna 115400",$ 550.000,$ 65.000,"La Florida, Vicuña mackenna 115400",80 m²,3,2
"Ñuñoa, 2d3b cercano mall plaza egaña","UF 35,50",$ 350.000,"Ñuñoa, 2d3b cercano mall plaza egaña","161,37 m²",2,2
"Santiago, Argomedo 320",$ 310.000,$ 60.000,"Santiago, Argomedo 320",37 m²,1,1
"San Miguel, Primera Avenida 1478","UF 14,00",$ 115.000,"San Miguel, Primera Avenida 1478",60 m²,3,2
"Santiago, Tarapacá esq serrano",$ 520.000,$ 155.000,"Santiago, Tarapacá esq serrano",63 m²,3,2
"Macul, Departamento en arriendo en quilin (42693)",$ 510.000,$ 140.000,"Macul, Departamento en arriendo en quilin (42693)",55 m²,2,2
"La Cisterna, Esmeralda",$ 350.000,$ 75.000,"La Cisterna, Esmeralda",50 m²,3,1
"Santiago, Departamento chiloé 1295",$ 250.000,$ 62.000,"Santiago, Departamento chiloé 1295",30 m²,1,1
"La Cisterna, Lo ovalle",$ 390.000,$ 55.000,"La Cisterna, Lo ovalle",55 m²,2,1
"San Miguel, Metro San Miguel",$ 400.000,$ 70.000,"San Miguel, Metro San Miguel",52 m²,2,1
"Santiago, Estudio economico Metro ULA (122200)",$ 230.000,$ 65.000,"Santiago, Estudio economico Metro ULA (122200)",27 m²,1,1
"La Florida, Se arrienda dp amoblado nuevo! 2d+2b+e, mirador, la florida",$ 560.000,$ 85.000,"La Florida, Se arrienda dp amoblado nuevo! 2d+2b+e, mirador, la florida",68 m²,2,2
"Santiago, Se arriendan dp 2d+1b+ opción e, bellas artes, santiago",$ 65.000,$ 10,"Santiago, Se arriendan dp 2d+1b+ opción e, bellas artes, santiago",50 m²,2,1
"Santiago, Arriendo dp equipado 1d+1b opción e, bellas artes, santiago",$ 50.000,$ 10,"Santiago, Arriendo dp equipado 1d+1b opción e, bellas artes, santiago",38 m²,1,1
"San Joaquín, Promoción en arriendo depto. 2d+2b metro carlos valdovinos",$ 420.000,$ 80.000,"San Joaquín, Promoción en arriendo depto. 2d+2b metro carlos valdovinos",61 m²,2,2
"San Miguel, Se arrienda depto 1 dormitorio amoblado en san miguel",$ 330.000,$ 65.000,"San Miguel, Se arrienda depto 1 dormitorio amoblado en san miguel",34 m²,1,1
"Santiago, Paga primer mes 50% off dpto 2d+2b parque los reyes santiago",$ 410.000,$ 125.000,"Santiago, Paga primer mes 50% off dpto 2d+2b parque los reyes santiago","52,8 m²",2,2
"San Joaquín, Vicuña Mackenna 3737",$ 450.000,$ 110.000,"San Joaquín, Vicuña Mackenna 3737",49 m²,2,2
"Ñuñoa, Zañartu con V. Mackenna 1D 1B",$ 400.000,$ 120.000,"Ñuñoa, Zañartu con V. Mackenna 1D 1B",40 m²,1,1
"Independencia, Arriendo departamento en Independencia (122237)",$ 350.000,$ 90.000,"Independencia, Arriendo departamento en Independencia (122237)",43 m²,2,1
"Ñuñoa, Amplio deparatmento 1 dormitorio",$ 550.000,$ 70.000,"Ñuñoa, Amplio deparatmento 1 dormitorio",40 m²,1,1
